#TYPE Microsoft.ActiveDirectory.Management.ADComputer
"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=QTXLM04,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTXLM04.atl.careerbuilder.com","True","QTXLM04","computer","715c045f-9ccf-4b76-8aa9-c2c8aa9d7710","QTXLM04$","S-1-5-21-839522115-261903793-1417001333-28365",
"CN=CHILM01,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM01.atl.careerbuilder.com","True","CHILM01","computer","8684da06-766c-406b-80a0-795f370cd0a7","CHILM01$","S-1-5-21-839522115-261903793-1417001333-29326",
"CN=CHILM02,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM02.atl.careerbuilder.com","True","CHILM02","computer","fead5dce-022b-4605-be8c-e5fa979ac033","CHILM02$","S-1-5-21-839522115-261903793-1417001333-29788",
"CN=CHILM03,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM03.atl.careerbuilder.com","True","CHILM03","computer","f17fb850-383e-41e0-b776-435ccdef8dbc","CHILM03$","S-1-5-21-839522115-261903793-1417001333-29789",
"CN=CHILM04,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM04.atl.careerbuilder.com","True","CHILM04","computer","3f06db3e-3091-43a7-a68c-42e64c32e529","CHILM04$","S-1-5-21-839522115-261903793-1417001333-29327",
"CN=QTWLM01,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM01.atl.careerbuilder.com","True","QTWLM01","computer","21e008fe-4323-4efe-ae82-6e18b0825e16","QTWLM01$","S-1-5-21-839522115-261903793-1417001333-26348",
"CN=QTWLM03,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM03.atl.careerbuilder.com","True","QTWLM03","computer","92b169bf-cf22-40be-a2bd-9ec352ae15a5","QTWLM03$","S-1-5-21-839522115-261903793-1417001333-26349",
"CN=QTWLM04,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM04.atl.careerbuilder.com","True","QTWLM04","computer","d2b9b104-dc48-46a2-be54-14e1d8f11a77","QTWLM04$","S-1-5-21-839522115-261903793-1417001333-26800",
"CN=QTXLM05,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTXLM05.atl.careerbuilder.com","True","QTXLM05","computer","22787c0f-9137-47be-837d-848dd058d880","QTXLM05$","S-1-5-21-839522115-261903793-1417001333-25863",
"CN=CHIPTOV3,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHIPtoV3.atl.careerbuilder.com","True","CHIPTOV3","computer","df55b9b9-005a-4658-acc4-6a27e7b451c3","CHIPTOV3$","S-1-5-21-839522115-261903793-1417001333-29328",
"CN=CHIPTOV2,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHIPtoV2.atl.careerbuilder.com","True","CHIPTOV2","computer","5987638f-4cef-474e-baf2-5a47a5e6ce17","CHIPTOV2$","S-1-5-21-839522115-261903793-1417001333-29329",
"CN=CHIPTOV4,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHIPtoV4.atl.careerbuilder.com","True","CHIPTOV4","computer","8ff8ed60-dfb2-47f4-a1bd-900424432ff5","CHIPTOV4$","S-1-5-21-839522115-261903793-1417001333-29330",
"CN=QTXLM06,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTXLM06.atl.careerbuilder.com","True","QTXLM06","computer","356ee4b8-c7c8-4917-927b-adec021ebb51","QTXLM06$","S-1-5-21-839522115-261903793-1417001333-27801",
"CN=QTXLM07,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTXLM07.atl.careerbuilder.com","True","QTXLM07","computer","0ea7c646-4b64-4491-b31f-02439cda8f2e","QTXLM07$","S-1-5-21-839522115-261903793-1417001333-27349",
"CN=QTXLM08,OU=Utility,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTXLM08.atl.careerbuilder.com","True","QTXLM08","computer","4327736b-4aa6-4cfd-97c1-5dee05eb42e1","QTXLM08$","S-1-5-21-839522115-261903793-1417001333-28366",
"CN=QTWLM05,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM05.atl.careerbuilder.com","True","QTWLM05","computer","e5b95df9-2a14-43b6-95ad-f2894f9cacbd","QTWLM05$","S-1-5-21-839522115-261903793-1417001333-26350",
"CN=QTWLM06,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM06.atl.careerbuilder.com","True","QTWLM06","computer","582a4fee-9798-45b3-a506-9117b279cf37","QTWLM06$","S-1-5-21-839522115-261903793-1417001333-26351",
"CN=QTWLM07,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM07.atl.careerbuilder.com","True","QTWLM07","computer","a171edd0-8cda-4195-a4c0-61c55c715d03","QTWLM07$","S-1-5-21-839522115-261903793-1417001333-26801",
"CN=QTWLM08,OU=Utility,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","QTWLM08.atl.careerbuilder.com","True","QTWLM08","computer","c341948d-bcd4-48a9-b595-9df85c038274","QTWLM08$","S-1-5-21-839522115-261903793-1417001333-26352",
"CN=CHILM05,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM05.atl.careerbuilder.com","True","CHILM05","computer","5c57a851-f8e7-4955-b24e-ec492b2b8649","CHILM05$","S-1-5-21-839522115-261903793-1417001333-29790",
"CN=CHILM06,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM06.atl.careerbuilder.com","True","CHILM06","computer","4776b721-1e1c-4084-803e-e96c01662261","CHILM06$","S-1-5-21-839522115-261903793-1417001333-29331",
"CN=CHILM07,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM07.atl.careerbuilder.com","True","CHILM07","computer","07e06d45-33ca-4792-b4dd-7a816d24f7bc","CHILM07$","S-1-5-21-839522115-261903793-1417001333-29791",
"CN=CHILM08,OU=Utility,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","CHILM08.atl.careerbuilder.com","True","CHILM08","computer","d4ed3d3e-36d4-44b2-8e52-21741b84c6a1","CHILM08$","S-1-5-21-839522115-261903793-1417001333-29792",
"CN=DEVLM03,OU=Windows,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","DEVLM03.atl.careerbuilder.com","True","DEVLM03","computer","e6fe51e0-ebe4-47c1-b213-66ae83321d8a","DEVLM03$","S-1-5-21-839522115-261903793-1417001333-24912",
"CN=DEVLM04,OU=Windows,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","DEVLM04.atl.careerbuilder.com","True","DEVLM04","computer","cc989f63-279e-4070-a3a0-4e786a77f850","DEVLM04$","S-1-5-21-839522115-261903793-1417001333-24913",
"CN=LUIGILM01,OU=Utility,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGILM01.atl.careerbuilder.com","True","LUIGILM01","computer","b2d33a12-37d8-4f4a-a977-23ea28c25640","LUIGILM01$","S-1-5-21-839522115-261903793-1417001333-28666",
"CN=LUIGILM02,OU=Utility,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGILM02.atl.careerbuilder.com","True","LUIGILM02","computer","126229df-6c38-4560-8799-1df8a15bbe49","LUIGILM02$","S-1-5-21-839522115-261903793-1417001333-30132",
"CN=LUIGILM03,OU=Utility,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGILM03.atl.careerbuilder.com","True","LUIGILM03","computer","4063ece3-e26b-44e3-aba9-9724fd3614a0","LUIGILM03$","S-1-5-21-839522115-261903793-1417001333-28667",
"CN=LUIGILM04,OU=Utility,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","LUIGILM04.atl.careerbuilder.com","True","LUIGILM04","computer","ed47abaa-6b2e-4093-8fbf-1d6f7b68f661","LUIGILM04$","S-1-5-21-839522115-261903793-1417001333-30133",
"CN=GREG-2012IMGTST,OU=Windows,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","greg-2012imgtst.atl.careerbuilder.com","True","GREG-2012IMGTST","computer","a988c9a4-a72e-4828-bb2d-311ffb0351e9","GREG-2012IMGTST$","S-1-5-21-839522115-261903793-1417001333-25401",
"CN=REBELSOLRTNM2,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtnm2.atl.careerbuilder.com","True","REBELSOLRTNM2","computer","d743823b-a3c5-4427-913f-118eadbc0aa9","rebelsolrtnm2$","S-1-5-21-839522115-261903793-1417001333-26353",
"CN=WIN-RUHSMQ79HD0,OU=Stratus,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","WIN-RUHSMQ79HD0.atl.careerbuilder.com","False","WIN-RUHSMQ79HD0","computer","41586c7e-84dc-4e3e-8f5c-c4da32c8f155","WIN-RUHSMQ79HD0$","S-1-5-21-839522115-261903793-1417001333-25402",
"CN=REBELSOLRTN8,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn8.atl.careerbuilder.com","True","REBELSOLRTN8","computer","0e7b627c-9c04-4193-9710-a372cb035595","rebelsolrtn8$","S-1-5-21-839522115-261903793-1417001333-26805",
"CN=REBELSOLRTN9,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn9.atl.careerbuilder.com","True","REBELSOLRTN9","computer","53b0a03b-e0fc-42e3-9952-2e8b741e6bff","rebelsolrtn9$","S-1-5-21-839522115-261903793-1417001333-26802",
"CN=REBELSOLRTN7,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn7.atl.careerbuilder.com","True","REBELSOLRTN7","computer","b665514b-579f-4377-9b2f-04d48f97b926","rebelsolrtn7$","S-1-5-21-839522115-261903793-1417001333-26354",
"CN=REBELSOLRTN12,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn12.atl.careerbuilder.com","True","REBELSOLRTN12","computer","e3d7bd20-0bdb-45b3-a0f4-12f2e7e6e713","rebelsolrtn12$","S-1-5-21-839522115-261903793-1417001333-26355",
"CN=REBELSOLRTN11,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn11.atl.careerbuilder.com","True","REBELSOLRTN11","computer","5db79fe5-e897-4711-ac33-17e2b608311a","rebelsolrtn11$","S-1-5-21-839522115-261903793-1417001333-26803",
"CN=REBELSOLRTN10,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrtn10.atl.careerbuilder.com","True","REBELSOLRTN10","computer","cd5eacf5-10af-4a1b-b647-13e229f06156","rebelsolrtn10$","S-1-5-21-839522115-261903793-1417001333-26804",
"CN=REBELSOLRMSIM2,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsim2.atl.careerbuilder.com","True","REBELSOLRMSIM2","computer","0d781ad8-e6f7-4c32-9ca3-91b4cbf569c0","rebelsolrmsim2$","S-1-5-21-839522115-261903793-1417001333-26806",
"CN=BEARSOLRTN11,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn11.atl.careerbuilder.com","True","BEARSOLRTN11","computer","3544f023-5ba9-4e82-888f-9f1b7d09a8c0","bearsolrtn11$","S-1-5-21-839522115-261903793-1417001333-29796",
"CN=BEARSOLRTN12,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn12.atl.careerbuilder.com","True","BEARSOLRTN12","computer","fed6bad9-d827-499e-9c4b-153efd58ad48","bearsolrtn12$","S-1-5-21-839522115-261903793-1417001333-29794",
"CN=BEARSOLRTN10,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn10.atl.careerbuilder.com","True","BEARSOLRTN10","computer","2b091e47-fe48-4e02-9cb9-40a578e49a99","bearsolrtn10$","S-1-5-21-839522115-261903793-1417001333-29795",
"CN=BEARSOLRTN8,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn8.atl.careerbuilder.com","True","BEARSOLRTN8","computer","0edc0365-3272-4b2b-9ea6-b7bcd3c1f521","bearsolrtn8$","S-1-5-21-839522115-261903793-1417001333-29793",
"CN=BEARSOLRTN7,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn7.atl.careerbuilder.com","True","BEARSOLRTN7","computer","8ac09bd6-877b-4ced-b562-9fc7860435ad","bearsolrtn7$","S-1-5-21-839522115-261903793-1417001333-29333",
"CN=BEARSOLRTN9,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtn9.atl.careerbuilder.com","True","BEARSOLRTN9","computer","aa71fb13-4d5c-4209-a80c-9fe85fdc36b1","bearsolrtn9$","S-1-5-21-839522115-261903793-1417001333-29332",
"CN=BEARSOLRTNM2,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrtnm2.atl.careerbuilder.com","True","BEARSOLRTNM2","computer","68f36a41-e38c-4ba8-96ba-f786296123b8","bearsolrtnm2$","S-1-5-21-839522115-261903793-1417001333-29797",
"CN=BEARSOLRMSIM2,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsim2.atl.careerbuilder.com","True","BEARSOLRMSIM2","computer","e8975008-84c3-4c17-8236-9018c2a4bd5e","bearsolrmsim2$","S-1-5-21-839522115-261903793-1417001333-29334",
"CN=REBELSOLRMSI8,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsi8.atl.careerbuilder.com","True","REBELSOLRMSI8","computer","8ba25bd2-cfb6-44b4-a37d-ef4603f6cacc","rebelsolrmsi8$","S-1-5-21-839522115-261903793-1417001333-26807",
"CN=REBELSOLRMSI7,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsi7.atl.careerbuilder.com","True","REBELSOLRMSI7","computer","58c95b03-b567-4e4b-924d-16f107b2d404","rebelsolrmsi7$","S-1-5-21-839522115-261903793-1417001333-26808",
"CN=REBELSOLRMSI9,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsi9.atl.careerbuilder.com","True","REBELSOLRMSI9","computer","7621eee5-18ca-4ba2-9905-3eab46cdac77","rebelsolrmsi9$","S-1-5-21-839522115-261903793-1417001333-26356",
"CN=REBELSOLRMSI10,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsi10.atl.careerbuilder.com","True","REBELSOLRMSI10","computer","c80aeb67-a500-4c12-8768-65d91fe843fe","rebelsolrmsi10$","S-1-5-21-839522115-261903793-1417001333-26358",
"CN=REBELSOLRMSI6,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","rebelsolrmsi6.atl.careerbuilder.com","True","REBELSOLRMSI6","computer","34d38cec-7e9c-448c-b6b7-d82c23a99a5a","rebelsolrmsi6$","S-1-5-21-839522115-261903793-1417001333-26357",
"CN=BEARSOLRMSI6,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsi6.atl.careerbuilder.com","True","BEARSOLRMSI6","computer","6e5ba136-f38f-4254-b11f-0f7e99ba542b","bearsolrmsi6$","S-1-5-21-839522115-261903793-1417001333-29798",
"CN=BEARSOLRMSI10,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsi10.atl.careerbuilder.com","True","BEARSOLRMSI10","computer","901470d2-c822-450c-b84c-2a7a61535a06","bearsolrmsi10$","S-1-5-21-839522115-261903793-1417001333-29799",
"CN=BEARSOLRMSI8,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsi8.atl.careerbuilder.com","True","BEARSOLRMSI8","computer","6bef078f-9c24-4384-8f34-8776c8cbcce4","bearsolrmsi8$","S-1-5-21-839522115-261903793-1417001333-29335",
"CN=BEARSOLRMSI7,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsi7.atl.careerbuilder.com","True","BEARSOLRMSI7","computer","d2899e66-2f18-4166-960e-0db9018d1d8a","bearsolrmsi7$","S-1-5-21-839522115-261903793-1417001333-29337",
"CN=BEARSOLRMSI9,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","bearsolrmsi9.atl.careerbuilder.com","True","BEARSOLRMSI9","computer","995f9a9a-2ecd-436b-a258-43e9fc80f2b7","bearsolrmsi9$","S-1-5-21-839522115-261903793-1417001333-29336",
"CN=QTMPASS01,CN=Computers,DC=atl,DC=careerbuilder,DC=com","QTMPASS01.atl.careerbuilder.com","True","QTMPASS01","computer","9d72abe4-6b52-4b4e-bd36-6076ad86c45a","QTMPASS01$","S-1-5-21-839522115-261903793-1417001333-28367",
"CN=REBELSRCHBAT01,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT01.atl.careerbuilder.com","True","REBELSRCHBAT01","computer","cbfffbff-3a1b-4a2f-b9ab-da26dbbecf9c","REBELSRCHBAT01$","S-1-5-21-839522115-261903793-1417001333-26813",
"CN=REBELSRCHBAT02,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT02.atl.careerbuilder.com","True","REBELSRCHBAT02","computer","83f18307-aa9a-405d-8f71-8b1c7e481fc1","REBELSRCHBAT02$","S-1-5-21-839522115-261903793-1417001333-26814",
"CN=REBELSRCHBAT03,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT03.atl.careerbuilder.com","True","REBELSRCHBAT03","computer","9a1cd89d-ed6d-4a53-af3f-75c194f65466","REBELSRCHBAT03$","S-1-5-21-839522115-261903793-1417001333-26365",
"CN=REBELSRCHBAT06,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT06.atl.careerbuilder.com","True","REBELSRCHBAT06","computer","f848d5e9-44ea-42a6-9873-82719499c5a0","REBELSRCHBAT06$","S-1-5-21-839522115-261903793-1417001333-26815",
"CN=REBELSRCHBAT05,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT05.atl.careerbuilder.com","True","REBELSRCHBAT05","computer","c8277229-1577-4eae-9d33-b3968267ec1c","REBELSRCHBAT05$","S-1-5-21-839522115-261903793-1417001333-26366",
"CN=REBELSRCHBAT07,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT07.atl.careerbuilder.com","True","REBELSRCHBAT07","computer","87e4f131-24a3-4dd9-9a9b-527d7d3e549c","REBELSRCHBAT07$","S-1-5-21-839522115-261903793-1417001333-26367",
"CN=REBELSRCHBAT08,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT08.atl.careerbuilder.com","True","REBELSRCHBAT08","computer","8d8d89a4-ba1a-4ad2-828d-bc823be972c0","REBELSRCHBAT08$","S-1-5-21-839522115-261903793-1417001333-26368",
"CN=REBELSRCHBAT04,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT04.atl.careerbuilder.com","True","REBELSRCHBAT04","computer","8ced11fb-293f-4c36-bf9e-ec688b111675","REBELSRCHBAT04$","S-1-5-21-839522115-261903793-1417001333-26816",
"CN=REBELSRCHBAT09,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT09.atl.careerbuilder.com","True","REBELSRCHBAT09","computer","a664f02f-cc30-487e-86ae-e408d023ef52","REBELSRCHBAT09$","S-1-5-21-839522115-261903793-1417001333-26817",
"CN=QTMWSUS,CN=Computers,DC=atl,DC=careerbuilder,DC=com","QTMWSUS.atl.careerbuilder.com","True","QTMWSUS","computer","c476fcdd-afb0-42fc-bd01-598ee51356b8","QTMWSUS$","S-1-5-21-839522115-261903793-1417001333-25870",
"CN=REBELSRCHBAT10,OU=MT,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSRCHBAT10.atl.careerbuilder.com","True","REBELSRCHBAT10","computer","c7b7bdf6-edd4-40f1-a858-93622223f41e","REBELSRCHBAT10$","S-1-5-21-839522115-261903793-1417001333-26369",
"CN=GHQVREBWWW07,OU=Windows,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","GHQVREBWWW07.atl.careerbuilder.com","True","GHQVREBWWW07","computer","aa0a34e6-388c-402a-8f16-7f56388623ed","GHQVREBWWW07$","S-1-5-21-839522115-261903793-1417001333-24919",
"CN=REBELSTAPI13,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSTAPI13.atl.careerbuilder.com","True","REBELSTAPI13","computer","e4e96705-fde2-486e-87cb-38e7ae54c11c","REBELSTAPI13$","S-1-5-21-839522115-261903793-1417001333-26818",
"CN=REBELSTAPI14,OU=Web,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","REBELSTAPI14.atl.careerbuilder.com","True","REBELSTAPI14","computer","f074bacc-4354-41bc-8c91-067ccd0301be","REBELSTAPI14$","S-1-5-21-839522115-261903793-1417001333-26370",
"CN=BOBAA,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","BOBAA.atl.careerbuilder.com","True","BOBAA","computer","be7d9591-a574-48a3-8a85-358b40907b4f","BOBAA$","S-1-5-21-839522115-261903793-1417001333-25872",
"CN=BOBAB,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","BOBAB.atl.careerbuilder.com","True","BOBAB","computer","a9203c21-f4d1-4c7b-a1ae-5f03aeb5cf59","BOBAB$","S-1-5-21-839522115-261903793-1417001333-27807",
"CN=QTXPIJENKINS,OU=Linux,OU=QTM,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtxpijenkins.atl.careerbuilder.com","True","QTXPIJENKINS","computer","9587c6a5-9099-4005-b90c-9f231d6f463f","qtxpijenkins$","S-1-5-21-839522115-261903793-1417001333-27808",
"CN=HANB,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","HANB.atl.careerbuilder.com","True","HANB","computer","54d8272b-5228-44aa-9e18-3f12cfb8102e","HANB$","S-1-5-21-839522115-261903793-1417001333-27357",
"CN=OBIA,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","OBIA.atl.careerbuilder.com","True","OBIA","computer","d576142e-817a-48db-8830-0c1c2b11390b","OBIA$","S-1-5-21-839522115-261903793-1417001333-27358",
"CN=OBIB,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","OBIB.atl.careerbuilder.com","True","OBIB","computer","cf5fdd91-51bd-4c97-9e38-7fa8587f5081","OBIB$","S-1-5-21-839522115-261903793-1417001333-28368",
"CN=HANA,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","HANA.atl.careerbuilder.com","True","HANA","computer","049b0fb8-544d-4bd6-8309-1bb7e463423b","HANA$","S-1-5-21-839522115-261903793-1417001333-27809",
"CN=HANCL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","HANCL.atl.careerbuilder.com","True","HANCL","computer","c550659c-d1e5-4e92-9925-a0ead8f3d775","HANCL$","S-1-5-21-839522115-261903793-1417001333-25873",
"CN=BOBACL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","BOBACL.atl.careerbuilder.com","True","BOBACL","computer","217dc413-dcb7-49fc-84b4-7bde3cc7290a","BOBACL$","S-1-5-21-839522115-261903793-1417001333-25874",
"CN=OBICL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","OBICL.atl.careerbuilder.com","True","OBICL","computer","b9c57740-851c-4e22-a466-27b04b8cf2d9","OBICL$","S-1-5-21-839522115-261903793-1417001333-28370",
"CN=HAN,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","HAN.atl.careerbuilder.com","True","HAN","computer","67f05fb0-d014-4ec9-ae25-e873eb3de230","HAN$","S-1-5-21-839522115-261903793-1417001333-28371",
"CN=OBI,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","OBI.atl.careerbuilder.com","True","OBI","computer","3da125e3-5634-4d6f-98d7-846a715d2bd3","OBI$","S-1-5-21-839522115-261903793-1417001333-25875",
"CN=BOBA,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","BOBA.atl.careerbuilder.com","True","BOBA","computer","a7d4e6be-30cc-486d-ad73-acf523585b09","BOBA$","S-1-5-21-839522115-261903793-1417001333-27359",
"CN=OPTIMUSA,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","OPTIMUSA.atl.careerbuilder.com","True","OPTIMUSA","computer","21d19b58-aa7e-4401-bdb7-c98d5a54fdb6","OPTIMUSA$","S-1-5-21-839522115-261903793-1417001333-27360",
"CN=MEGAB,OU=QTM,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","MEGAB.atl.careerbuilder.com","True","MEGAB","computer","b53761a6-891d-4ecb-a99a-281323494f27","MEGAB$","S-1-5-21-839522115-261903793-1417001333-27811",
"CN=ODSHANA,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSHANA.atl.careerbuilder.com","True","ODSHANA","computer","d4d6c502-9d71-47a5-99eb-bfda4eba9ff4","ODSHANA$","S-1-5-21-839522115-261903793-1417001333-25876",
"CN=ODSBOBAA,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSBOBAA.atl.careerbuilder.com","True","ODSBOBAA","computer","61d9283a-30c3-4dfb-b594-3bc54aae6398","ODSBOBAA$","S-1-5-21-839522115-261903793-1417001333-28373",
"CN=ODSHANB,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSHANB.atl.careerbuilder.com","True","ODSHANB","computer","e074437f-2473-4577-bed1-c7f29f938b0c","ODSHANB$","S-1-5-21-839522115-261903793-1417001333-28374",
"CN=ODSBOBAB,OU=ODS,OU=Nodes,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSBOBAB.atl.careerbuilder.com","True","ODSBOBAB","computer","17929048-b796-4806-9533-ef2952673f01","ODSBOBAB$","S-1-5-21-839522115-261903793-1417001333-28375",
"CN=ODSBOBACL,OU=Clusters,OU=DB Servers,DC=atl,DC=careerbuilder,DC=com","ODSBOBACL.atl.careerbuilder.com","True","ODSBOBACL","computer","18886592-a87e-4aad-9027-8a88b2636ca2","ODSBOBACL$","S-1-5-21-839522115-261903793-1417001333-25877",
